Drug,Predicted_Score,Average_Rating,Review_Count,Disease
isotretinoin,224.95358,No ratings,0,psoriasis
mirena,221.79594,No ratings,0,psoriasis
implanon,214.81256,No ratings,0,psoriasis
levonorgestrel,199.05318,No ratings,0,psoriasis
ethinyl estradiol / levonorgestrel,190.56163,No ratings,0,psoriasis
chantix,189.54189,No ratings,0,psoriasis
ethinyl estradiol / norethindrone,187.52696,No ratings,0,psoriasis
etonogestrel,222.53325,No ratings,0,schizophrenia
varenicline,187.13857,No ratings,0,schizophrenia
suprep bowel prep kit,164.2761,No ratings,0,schizophrenia
isotretinoin,128.55904,No ratings,0,schizophrenia
mirena,125.760124,No ratings,0,schizophrenia
implanon,118.41799,No ratings,0,schizophrenia
levonorgestrel,103.08674,No ratings,0,schizophrenia
ethinyl estradiol / levonorgestrel,95.26443,No ratings,0,schizophrenia
chantix,93.852455,No ratings,0,schizophrenia
ethinyl estradiol / norethindrone,92.273544,No ratings,0,schizophrenia
etonogestrel,403.17297,No ratings,0,"hypogonadism, male"
varenicline,367.7783,No ratings,0,"hypogonadism, male"
suprep bowel prep kit,344.91577,No ratings,0,"hypogonadism, male"
isotretinoin,309.19873,No ratings,0,"hypogonadism, male"
mirena,306.04108,No ratings,0,"hypogonadism, male"
implanon,299.0577,No ratings,0,"hypogonadism, male"
levonorgestrel,283.29834,No ratings,0,"hypogonadism, male"
ethinyl estradiol / levonorgestrel,274.80676,No ratings,0,"hypogonadism, male"
chantix,273.78705,No ratings,0,"hypogonadism, male"
ethinyl estradiol / norethindrone,271.7721,No ratings,0,"hypogonadism, male"
etonogestrel,61.7478,5.0,1,endometriosis
varenicline,31.351171,No ratings,0,endometriosis
suprep bowel prep kit,16.702604,No ratings,0,endometriosis
lessina,13.78235,1.0,1,endometriosis
necon 1 / 35,13.510497,5.0,2,endometriosis
seasonale,12.931636,No ratings,0,endometriosis
safyral,12.7732525,No ratings,0,endometriosis
viorele,12.605733,No ratings,0,endometriosis
ortho-novum 7 / 7 / 7,12.5632105,5.0,1,endometriosis
blisovi 24 fe,12.425569,No ratings,0,endometriosis
etonogestrel,321.34637,No ratings,0,back pain
varenicline,285.95166,No ratings,0,back pain
suprep bowel prep kit,263.08917,No ratings,0,back pain
isotretinoin,227.37215,No ratings,0,back pain
mirena,224.2145,No ratings,0,back pain
implanon,217.2311,No ratings,0,back pain
levonorgestrel,201.47176,No ratings,0,back pain
ethinyl estradiol / levonorgestrel,192.98018,No ratings,0,back pain
chantix,191.96043,No ratings,0,back pain
ethinyl estradiol / norethindrone,189.94551,No ratings,0,back pain
etonogestrel,387.3015,No ratings,0,"constipation, chronic"
varenicline,351.9068,No ratings,0,"constipation, chronic"
suprep bowel prep kit,329.0443,No ratings,0,"constipation, chronic"
isotretinoin,293.32727,No ratings,0,"constipation, chronic"
mirena,290.16962,No ratings,0,"constipation, chronic"
implanon,283.18622,No ratings,0,"constipation, chronic"
levonorgestrel,267.42688,No ratings,0,"constipation, chronic"
ethinyl estradiol / levonorgestrel,258.93533,No ratings,0,"constipation, chronic"
chantix,257.9156,No ratings,0,"constipation, chronic"
ethinyl estradiol / norethindrone,255.90067,No ratings,0,"constipation, chronic"
etonogestrel,332.11743,No ratings,0,seizures
varenicline,296.72272,No ratings,0,seizures
suprep bowel prep kit,273.86023,No ratings,0,seizures
isotretinoin,238.14319,No ratings,0,seizures
mirena,234.98555,No ratings,0,seizures
implanon,228.00217,No ratings,0,seizures
levonorgestrel,212.2428,No ratings,0,seizures
ethinyl estradiol / levonorgestrel,203.75124,No ratings,0,seizures
chantix,202.7315,No ratings,0,seizures
ethinyl estradiol / norethindrone,200.71657,No ratings,0,seizures
etonogestrel,286.3523,No ratings,0,rosacea
varenicline,250.95763,No ratings,0,rosacea
suprep bowel prep kit,228.09514,No ratings,0,rosacea
isotretinoin,192.37808,9.0,2,rosacea
mirena,189.22044,No ratings,0,rosacea
implanon,182.23706,No ratings,0,rosacea
levonorgestrel,166.47769,No ratings,0,rosacea
ethinyl estradiol / levonorgestrel,157.98613,No ratings,0,rosacea
chantix,156.96638,No ratings,0,rosacea
ethinyl estradiol / norethindrone,154.95146,No ratings,0,rosacea
etonogestrel,352.69507,No ratings,0,hepatitis b
varenicline,317.30038,No ratings,0,hepatitis b
suprep bowel prep kit,294.4379,No ratings,0,hepatitis b
isotretinoin,258.72083,No ratings,0,hepatitis b
mirena,255.56322,No ratings,0,hepatitis b
implanon,248.57982,No ratings,0,hepatitis b
levonorgestrel,232.82045,No ratings,0,hepatitis b
ethinyl estradiol / levonorgestrel,224.3289,No ratings,0,hepatitis b
chantix,223.30916,No ratings,0,hepatitis b
ethinyl estradiol / norethindrone,221.29424,No ratings,0,hepatitis b
etonogestrel,274.79645,No ratings,0,obsessive compulsive disorde
varenicline,239.4018,No ratings,0,obsessive compulsive disorde
suprep bowel prep kit,216.53932,No ratings,0,obsessive compulsive disorde
isotretinoin,180.82225,No ratings,0,obsessive compulsive disorde
mirena,177.6646,No ratings,0,obsessive compulsive disorde
implanon,170.68123,No ratings,0,obsessive compulsive disorde
levonorgestrel,154.92184,No ratings,0,obsessive compulsive disorde
ethinyl estradiol / levonorgestrel,146.61412,No ratings,0,obsessive compulsive disorde
chantix,145.41054,No ratings,0,obsessive compulsive disorde
ethinyl estradiol / norethindrone,143.62325,No ratings,0,obsessive compulsive disorde
etonogestrel,253.57472,No ratings,0,benign prostatic hyperplasia
varenicline,218.18004,No ratings,0,benign prostatic hyperplasia
suprep bowel prep kit,195.31757,No ratings,0,benign prostatic hyperplasia
isotretinoin,159.60048,No ratings,0,benign prostatic hyperplasia
mirena,156.44284,No ratings,0,benign prostatic hyperplasia
implanon,149.45946,No ratings,0,benign prostatic hyperplasia
levonorgestrel,133.70009,No ratings,0,benign prostatic hyperplasia
ethinyl estradiol / levonorgestrel,125.6197,No ratings,0,benign prostatic hyperplasia
chantix,124.207726,No ratings,0,benign prostatic hyperplasia
ethinyl estradiol / norethindrone,122.62882,No ratings,0,benign prostatic hyperplasia
etonogestrel,316.2317,No ratings,0,"asthma, maintenance"
varenicline,280.83698,No ratings,0,"asthma, maintenance"
suprep bowel prep kit,257.97452,No ratings,0,"asthma, maintenance"
isotretinoin,222.25746,No ratings,0,"asthma, maintenance"
mirena,219.09982,No ratings,0,"asthma, maintenance"
implanon,212.11644,No ratings,0,"asthma, maintenance"
levonorgestrel,196.35707,No ratings,0,"asthma, maintenance"
ethinyl estradiol / levonorgestrel,187.86552,No ratings,0,"asthma, maintenance"
chantix,186.84575,No ratings,0,"asthma, maintenance"
ethinyl estradiol / norethindrone,184.83083,No ratings,0,"asthma, maintenance"
etonogestrel,295.3061,No ratings,0,bronchitis
varenicline,259.91144,No ratings,0,bronchitis
suprep bowel prep kit,237.04895,No ratings,0,bronchitis
isotretinoin,201.3319,No ratings,0,bronchitis
mirena,198.17424,No ratings,0,bronchitis
implanon,191.19086,No ratings,0,bronchitis
levonorgestrel,175.43149,No ratings,0,bronchitis
ethinyl estradiol / levonorgestrel,166.93993,No ratings,0,bronchitis
chantix,165.92018,No ratings,0,bronchitis
ethinyl estradiol / norethindrone,163.90526,No ratings,0,bronchitis
etonogestrel,489.3528,No ratings,0,bacterial vaginitis
varenicline,453.9581,No ratings,0,bacterial vaginitis
suprep bowel prep kit,431.09564,No ratings,0,bacterial vaginitis
isotretinoin,395.37857,No ratings,0,bacterial vaginitis
mirena,392.22095,No ratings,0,bacterial vaginitis
implanon,385.23755,No ratings,0,bacterial vaginitis
levonorgestrel,369.47815,No ratings,0,bacterial vaginitis
ethinyl estradiol / levonorgestrel,360.98663,No ratings,0,bacterial vaginitis
chantix,359.96686,No ratings,0,bacterial vaginitis
ethinyl estradiol / norethindrone,357.95197,No ratings,0,bacterial vaginitis
etonogestrel,325.60748,No ratings,0,headache
varenicline,290.21277,No ratings,0,headache
suprep bowel prep kit,267.3503,No ratings,0,headache
isotretinoin,231.63326,No ratings,0,headache
mirena,228.47562,No ratings,0,headache
implanon,221.49223,No ratings,0,headache
levonorgestrel,205.73286,No ratings,0,headache
ethinyl estradiol / levonorgestrel,197.24132,No ratings,0,headache
chantix,196.22157,No ratings,0,headache
ethinyl estradiol / norethindrone,194.20663,No ratings,0,headache
etonogestrel,98.2214,No ratings,0,not listed / othe
varenicline,62.98968,10.0,1,not listed / othe
suprep bowel prep kit,40.97666,No ratings,0,not listed / othe
isotretinoin,13.496354,10.0,1,not listed / othe
lessina,11.62325,No ratings,0,not listed / othe
necon 1 / 35,11.522433,No ratings,0,not listed / othe
mirena,11.468618,No ratings,0,not listed / othe
zarah,11.39712,No ratings,0,not listed / othe
seasonale,11.330278,No ratings,0,not listed / othe
viorele,11.183871,No ratings,0,not listed / othe
etonogestrel,193.6128,No ratings,0,narcolepsy
varenicline,158.21811,No ratings,0,narcolepsy
suprep bowel prep kit,135.94942,No ratings,0,narcolepsy
isotretinoin,100.31846,No ratings,0,narcolepsy
mirena,97.55985,No ratings,0,narcolepsy
implanon,89.954185,No ratings,0,narcolepsy
levonorgestrel,74.924065,No ratings,0,narcolepsy
ethinyl estradiol / levonorgestrel,67.07484,No ratings,0,narcolepsy
chantix,65.81497,No ratings,0,narcolepsy
ethinyl estradiol / norethindrone,64.24424,No ratings,0,narcolepsy
etonogestrel,335.23044,No ratings,0,"onychomycosis, toenail"
varenicline,299.83575,No ratings,0,"onychomycosis, toenail"
suprep bowel prep kit,276.97327,No ratings,0,"onychomycosis, toenail"
isotretinoin,241.25621,No ratings,0,"onychomycosis, toenail"
mirena,238.09856,No ratings,0,"onychomycosis, toenail"
implanon,231.11517,No ratings,0,"onychomycosis, toenail"
levonorgestrel,215.3558,No ratings,0,"onychomycosis, toenail"
ethinyl estradiol / levonorgestrel,206.86427,No ratings,0,"onychomycosis, toenail"
chantix,205.8445,No ratings,0,"onychomycosis, toenail"
ethinyl estradiol / norethindrone,203.82959,No ratings,0,"onychomycosis, toenail"
etonogestrel,194.5124,No ratings,0,postmenopausal symptoms
varenicline,159.1177,No ratings,0,postmenopausal symptoms
suprep bowel prep kit,136.50554,No ratings,0,postmenopausal symptoms
isotretinoin,100.89575,No ratings,0,postmenopausal symptoms
mirena,98.152664,No ratings,0,postmenopausal symptoms
implanon,90.64137,No ratings,0,postmenopausal symptoms
levonorgestrel,75.53621,No ratings,0,postmenopausal symptoms
ethinyl estradiol / levonorgestrel,68.05596,No ratings,0,postmenopausal symptoms
chantix,66.71936,No ratings,0,postmenopausal symptoms
ethinyl estradiol / norethindrone,65.15218,9.0,1,postmenopausal symptoms
etonogestrel,345.2034,No ratings,0,social anxiety disorde
varenicline,309.80872,No ratings,0,social anxiety disorde
suprep bowel prep kit,286.94623,No ratings,0,social anxiety disorde
isotretinoin,251.22917,No ratings,0,social anxiety disorde
mirena,248.07152,No ratings,0,social anxiety disorde
implanon,241.08813,No ratings,0,social anxiety disorde
levonorgestrel,225.32878,No ratings,0,social anxiety disorde
ethinyl estradiol / levonorgestrel,216.83723,No ratings,0,social anxiety disorde
chantix,215.81749,No ratings,0,social anxiety disorde
ethinyl estradiol / norethindrone,213.80255,No ratings,0,social anxiety disorde
etonogestrel,316.31818,No ratings,0,bladder infection
varenicline,280.9235,No ratings,0,bladder infection
suprep bowel prep kit,258.061,No ratings,0,bladder infection
isotretinoin,222.34396,No ratings,0,bladder infection
mirena,219.18633,No ratings,0,bladder infection
implanon,212.20293,No ratings,0,bladder infection
levonorgestrel,196.44356,No ratings,0,bladder infection
ethinyl estradiol / levonorgestrel,187.95201,No ratings,0,bladder infection
chantix,186.93227,No ratings,0,bladder infection
ethinyl estradiol / norethindrone,184.91734,No ratings,0,bladder infection
etonogestrel,388.21222,No ratings,0,alcohol dependence
varenicline,352.81757,No ratings,0,alcohol dependence
suprep bowel prep kit,329.95505,No ratings,0,alcohol dependence
isotretinoin,294.238,No ratings,0,alcohol dependence
mirena,291.08035,No ratings,0,alcohol dependence
implanon,284.097,No ratings,0,alcohol dependence
levonorgestrel,268.3376,No ratings,0,alcohol dependence
ethinyl estradiol / levonorgestrel,259.84607,No ratings,0,alcohol dependence
chantix,258.8263,No ratings,0,alcohol dependence
ethinyl estradiol / norethindrone,256.81137,No ratings,0,alcohol dependence
etonogestrel,349.64395,No ratings,0,herpes simplex
varenicline,314.24927,No ratings,0,herpes simplex
suprep bowel prep kit,291.38678,No ratings,0,herpes simplex
isotretinoin,255.66974,No ratings,0,herpes simplex
mirena,252.5121,No ratings,0,herpes simplex
implanon,245.5287,No ratings,0,herpes simplex
levonorgestrel,229.76933,No ratings,0,herpes simplex
ethinyl estradiol / levonorgestrel,221.27779,No ratings,0,herpes simplex
chantix,220.25804,No ratings,0,herpes simplex
ethinyl estradiol / norethindrone,218.24312,No ratings,0,herpes simplex
etonogestrel,201.57915,No ratings,0,schizoaffective disorde
varenicline,166.18446,No ratings,0,schizoaffective disorde
suprep bowel prep kit,143.32196,No ratings,0,schizoaffective disorde
isotretinoin,107.60491,No ratings,0,schizoaffective disorde
mirena,104.52703,No ratings,0,schizoaffective disorde
implanon,97.463875,No ratings,0,schizoaffective disorde
levonorgestrel,81.85364,No ratings,0,schizoaffective disorde
ethinyl estradiol / levonorgestrel,74.03133,No ratings,0,schizoaffective disorde
chantix,72.61936,No ratings,0,schizoaffective disorde
ethinyl estradiol / norethindrone,71.04044,No ratings,0,schizoaffective disorde
etonogestrel,198.09138,No ratings,0,menstrual disorders
varenicline,162.69669,No ratings,0,menstrual disorders
suprep bowel prep kit,140.01411,No ratings,0,menstrual disorders
isotretinoin,104.424995,No ratings,0,menstrual disorders
mirena,101.68191,No ratings,0,menstrual disorders
implanon,94.17061,No ratings,0,menstrual disorders
levonorgestrel,79.06545,No ratings,0,menstrual disorders
ethinyl estradiol / levonorgestrel,71.274956,No ratings,0,menstrual disorders
chantix,70.04482,No ratings,0,menstrual disorders
ethinyl estradiol / norethindrone,68.52113,5.903225806451613,31,menstrual disorders
etonogestrel,276.6549,No ratings,0,epilepsy
varenicline,241.26024,No ratings,0,epilepsy
suprep bowel prep kit,218.39775,No ratings,0,epilepsy
isotretinoin,182.6807,No ratings,0,epilepsy
mirena,179.52304,No ratings,0,epilepsy
implanon,172.53967,No ratings,0,epilepsy
levonorgestrel,156.78029,No ratings,0,epilepsy
ethinyl estradiol / levonorgestrel,148.53621,No ratings,0,epilepsy
chantix,147.269,No ratings,0,epilepsy
ethinyl estradiol / norethindrone,145.54533,No ratings,0,epilepsy
etonogestrel,294.7165,No ratings,0,post traumatic stress disorde
varenicline,259.3218,No ratings,0,post traumatic stress disorde
suprep bowel prep kit,236.45934,No ratings,0,post traumatic stress disorde
isotretinoin,200.7423,No ratings,0,post traumatic stress disorde
mirena,197.58464,No ratings,0,post traumatic stress disorde
implanon,190.60126,No ratings,0,post traumatic stress disorde
levonorgestrel,174.84187,No ratings,0,post traumatic stress disorde
ethinyl estradiol / levonorgestrel,166.50034,No ratings,0,post traumatic stress disorde
chantix,165.33058,No ratings,0,post traumatic stress disorde
ethinyl estradiol / norethindrone,163.50948,No ratings,0,post traumatic stress disorde
etonogestrel,372.92322,No ratings,0,underactive thyroid
varenicline,337.5285,No ratings,0,underactive thyroid
suprep bowel prep kit,314.66605,No ratings,0,underactive thyroid
isotretinoin,278.94897,No ratings,0,underactive thyroid
mirena,275.79132,No ratings,0,underactive thyroid
implanon,268.80795,No ratings,0,underactive thyroid
levonorgestrel,253.04858,No ratings,0,underactive thyroid
ethinyl estradiol / levonorgestrel,244.55705,No ratings,0,underactive thyroid
chantix,243.53728,No ratings,0,underactive thyroid
ethinyl estradiol / norethindrone,241.52235,No ratings,0,underactive thyroid
etonogestrel,373.5007,No ratings,0,influenza
varenicline,338.106,No ratings,0,influenza
suprep bowel prep kit,315.2435,No ratings,0,influenza
isotretinoin,279.52646,No ratings,0,influenza
mirena,276.3688,No ratings,0,influenza
implanon,269.38544,No ratings,0,influenza
levonorgestrel,253.62605,No ratings,0,influenza
ethinyl estradiol / levonorgestrel,245.1345,No ratings,0,influenza
chantix,244.11476,No ratings,0,influenza
ethinyl estradiol / norethindrone,242.09984,No ratings,0,influenza
etonogestrel,363.17096,No ratings,0,cough and nasal congestion
varenicline,327.7763,No ratings,0,cough and nasal congestion
suprep bowel prep kit,304.91382,No ratings,0,cough and nasal congestion
isotretinoin,269.19675,No ratings,0,cough and nasal congestion
mirena,266.0391,No ratings,0,cough and nasal congestion
implanon,259.05573,No ratings,0,cough and nasal congestion
levonorgestrel,243.29637,No ratings,0,cough and nasal congestion
ethinyl estradiol / levonorgestrel,234.80482,No ratings,0,cough and nasal congestion
chantix,233.78505,No ratings,0,cough and nasal congestion
